Gene stable ID	Gene Name	ZFIN ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
ENSDARG00000060368	syn1	ZDB-GENE-081105-93	syn1	570672	protein_coding
ENSDARG00000019302	mid1ip1b	ZDB-GENE-040426-1720	mid1ip1b	393805	protein_coding
ENSDARG00000014004	eif2b4	ZDB-GENE-030131-955	eif2b4	541548	protein_coding
ENSDARG00000099468	pcdh2ab2	ZDB-GENE-041118-2			protein_coding
ENSDARG00000096834	si:ch211-155k24.9	ZDB-GENE-131127-51			protein_coding
ENSDARG00000091943	BX005313.1				lncRNA
ENSDARG00000074149	itpr1b	ZDB-GENE-070604-2	itpr1b	100149388	protein_coding
ENSDARG00000102601	si:dkey-15h8.15	ZDB-GENE-050208-626			protein_coding
ENSDARG00000092295	BX537166.1				lncRNA
ENSDARG00000069196	ebf1b	ZDB-GENE-090814-2	ebf1b	557777	protein_coding
ENSDARG00000063191	extl2	ZDB-GENE-060929-1122	extl2	558373	protein_coding
ENSDARG00000102719	pcdh2ab3	ZDB-GENE-041118-3	pcdh2ab3	493590	protein_coding
ENSDARG00000055381	bambia	ZDB-GENE-010416-1	bambia	83496	protein_coding
ENSDARG00000063553	rlf	ZDB-GENE-050208-257	rlf	562452	protein_coding
ENSDARG00000103207	rab11fip4b	ZDB-GENE-080722-8	rab11fip4b	100151129	protein_coding
ENSDARG00000070578	edn2	ZDB-GENE-060503-774	edn2	569550	protein_coding
ENSDARG00000057027	rtn2b	ZDB-GENE-060331-95	rtn2b	562639	protein_coding
ENSDARG00000052164	znf507	ZDB-GENE-040426-1233	znf507	393453	protein_coding
ENSDARG00000099783	pcdh2ac	ZDB-GENE-041118-12	pcdh2ac	493587	protein_coding
ENSDARG00000061149	nrn1lb	ZDB-GENE-081022-27	nrn1lb	568997	protein_coding
ENSDARG00000097192	CU861453.1				lncRNA
ENSDARG00000079332	AL928650.1		LOC101883376	101883376	lncRNA
ENSDARG00000091161	rpz	ZDB-GENE-070117-651	rpz	100002737	protein_coding
ENSDARG00000063634	hpse	ZDB-GENE-041111-200	hpse	563020	protein_coding
ENSDARG00000079525	slc39a5	ZDB-GENE-060608-1	slc39a5	561758	protein_coding
ENSDARG00000014068	pgam1b	ZDB-GENE-030131-5376	pgam1b	327165	protein_coding
ENSDARG00000001463	tdh2	ZDB-GENE-070620-14	tdh2	556781	protein_coding
ENSDARG00000007485	epc2	ZDB-GENE-040426-802	epc2	394050	protein_coding
ENSDARG00000093764	si:dkey-145c18.5	ZDB-GENE-081104-310			protein_coding
ENSDARG00000079873	ENSDARG00000079873	ZDB-GENE-121214-93	si:ch211-160d14.6	570283	protein_coding
ENSDARG00000023703	kctd6b	ZDB-GENE-040718-14	kctd6b	436601	protein_coding
ENSDARG00000037691	pcdh2ab2	ZDB-GENE-041118-2	pcdh2ab2	493588	protein_coding
ENSDARG00000015184	mpp3a	ZDB-GENE-130530-555	mpp3a	572079	protein_coding
ENSDARG00000096913	BX005129.1				lncRNA
ENSDARG00000041243	setdb1a	ZDB-GENE-030131-2421	setdb1a	553292	protein_coding
ENSDARG00000102921	or106-7	ZDB-GENE-070806-60	or106-7	100861451	protein_coding
ENSDARG00000102985	BX537303.1				lncRNA
ENSDARG00000028335	hmga1a	ZDB-GENE-010502-1	hmga1a	406447	protein_coding
ENSDARG00000096969	CR759863.2				lncRNA
ENSDARG00000042188	ttc38	ZDB-GENE-050522-318	ttc38	553728	protein_coding
ENSDARG00000059079	vps25	ZDB-GENE-050506-30	vps25	407684	protein_coding
ENSDARG00000028523	inip	ZDB-GENE-040426-961	inip	393188	protein_coding
ENSDARG00000070894	abhd6b	ZDB-GENE-070410-104	abhd6b	558995	protein_coding
ENSDARG00000102933	or106-9	ZDB-GENE-070806-61	or106-9	100861448	protein_coding
ENSDARG00000025507	wdr24	ZDB-GENE-040426-2012	wdr24	406336	protein_coding
ENSDARG00000062376	nlgn3b	ZDB-GENE-060526-197	nlgn3b	567415	protein_coding
ENSDARG00000043884	nup43	ZDB-GENE-040426-2533	nup43	405828	protein_coding
ENSDARG00000079818	helq	ZDB-GENE-060503-421	helq	562952	protein_coding
ENSDARG00000093070	thumpd2	ZDB-GENE-090428-2	thumpd2	562797	protein_coding
ENSDARG00000079443	vipb	ZDB-GENE-080225-22	vipb	100000558	protein_coding
ENSDARG00000099532	ubl3a	ZDB-GENE-030131-3431	ubl3a	324710	protein_coding
ENSDARG00000095893	si:dkey-85n7.7	ZDB-GENE-110408-52			protein_coding
ENSDARG00000087740	BX664618.1		LOC108179096	108179096	lncRNA
ENSDARG00000071905	CR847851.1				lncRNA
ENSDARG00000088881	si:dkeyp-69b9.3	ZDB-GENE-100922-275	si:dkeyp-69b9.3	573741	protein_coding
ENSDARG00000068406	six5	ZDB-GENE-010201-3	six5	65235	protein_coding
ENSDARG00000003380	PAOX	ZDB-GENE-090312-204	si:dkey-275b16.2	562105	protein_coding
ENSDARG00000037060	kmt2d	ZDB-GENE-060223-2			protein_coding
ENSDARG00000071904	pcdh2ab1	ZDB-GENE-041118-1	pcdh2ab1	493589	protein_coding
ENSDARG00000099065	BX323051.1				lncRNA
ENSDARG00000089874	pcdh2ab9	ZDB-GENE-041118-7	pcdh2aa3	493597	protein_coding
ENSDARG00000101652	haus6	ZDB-GENE-030131-5517	haus6	558814	protein_coding
ENSDARG00000099158	CR450748.1				lncRNA
ENSDARG00000092833	CR318588.2		si:dkeyp-1h4.8	100535122	lncRNA
ENSDARG00000058893	nhej1	ZDB-GENE-040426-2515	nhej1	406593	protein_coding
ENSDARG00000053340	si:ch211-138g9.3	ZDB-GENE-090311-27			protein_coding
ENSDARG00000110320	si:dkey-13p1.4	ZDB-GENE-131127-57	si:dkey-13p1.4	101883822	protein_coding
ENSDARG00000101866	asic1b	ZDB-GENE-040513-1	asic1b	407672	protein_coding
ENSDARG00000006939	tbx16l	ZDB-GENE-980526-171	tbx16l	30254	protein_coding
ENSDARG00000102017	trpc4b	ZDB-GENE-120329-1	trpc4b	102725536	protein_coding
ENSDARG00000046132	dynlt3	ZDB-GENE-040927-24	dynlt3	402901	protein_coding
ENSDARG00000103802	si:ch73-389b16.2	ZDB-GENE-050411-113	si:ch73-389b16.2	550304	protein_coding
ENSDARG00000099152	si:dkey-190j3.2	ZDB-GENE-050208-399			protein_coding
ENSDARG00000100850	rnf103	ZDB-GENE-040912-171	rnf103	447861	protein_coding
ENSDARG00000103732	plp1a	ZDB-GENE-001202-1	plp1a	64264	protein_coding
ENSDARG00000018008	mdh1b	ZDB-GENE-060929-384	mdh1b	767794	protein_coding
ENSDARG00000110529	si:dkey-31m5.7	ZDB-GENE-070912-519			protein_coding
ENSDARG00000100410	or106-5	ZDB-GENE-070806-58	or106-5	100861454	protein_coding
ENSDARG00000017886	zbtb11	ZDB-GENE-030131-5055	zbtb11	555217	protein_coding
ENSDARG00000076895	flrt3	ZDB-GENE-030131-1988	flrt3	558864	protein_coding
ENSDARG00000104340	rspo1	ZDB-GENE-040718-44	rspo1	436625	protein_coding
ENSDARG00000101554	or106-8	ZDB-GENE-070804-3	or106-8	100861450	protein_coding
ENSDARG00000092191	CR318588.1				lncRNA
ENSDARG00000104547	BX005367.1				pseudogene
ENSDARG00000043095	kctd6a	ZDB-GENE-050208-474	kctd6a	100008047	protein_coding
ENSDARG00000004274	zgc:112496	ZDB-GENE-050320-25	zgc:112496	541336	protein_coding
ENSDARG00000029668	crim1	ZDB-GENE-040312-2	crim1	404210	protein_coding
ENSDARG00000018898	zfand5a	ZDB-GENE-040426-1979	zfand5a	406312	protein_coding
ENSDARG00000013245	wbp1la	ZDB-GENE-030131-1961	wbp1la	555492	protein_coding
ENSDARG00000006062	akap1b	ZDB-GENE-030131-6844	akap1b	556208	protein_coding
ENSDARG00000077546	zdhhc1	ZDB-GENE-130925-1	zdhhc1	562614	protein_coding
ENSDARG00000039310	parla	ZDB-GENE-050327-8	parla	541485	protein_coding
ENSDARG00000102614	or106-4	ZDB-GENE-070806-57	or106-4	100861456	protein_coding
ENSDARG00000105143	BX005367.2				pseudogene
ENSDARG00000042151	skia	ZDB-GENE-990715-9	skia	30101	protein_coding
ENSDARG00000105775	or109-6	ZDB-GENE-070804-7	LOC110439186	110439186	protein_coding
ENSDARG00000103898	CT737210.1				lncRNA
ENSDARG00000095089	BX649508.1				pseudogene
ENSDARG00000078805	ap5b1	ZDB-GENE-131121-204	ap5b1	100148772	protein_coding
ENSDARG00000097568	CR391977.1				lncRNA
ENSDARG00000060994	fbxw7	ZDB-GENE-090313-79	fbxw7	564991	protein_coding
ENSDARG00000105492	si:dkey-97l20.6	ZDB-GENE-160113-54			protein_coding
ENSDARG00000068660	or105-1	ZDB-GENE-070806-54	or105-1	796105	protein_coding
ENSDARG00000009567	spegb	ZDB-GENE-081104-517	spegb	563174	protein_coding
ENSDARG00000104012	BX323041.1				lncRNA
ENSDARG00000091172	or110-2	ZDB-GENE-070806-76	or110-2	100150812	protein_coding
ENSDARG00000094674	si:dkeyp-98a7.8	ZDB-GENE-050208-600	si:dkeyp-98a7.8	798111	protein_coding
ENSDARG00000008866	cabp4	ZDB-GENE-081104-291	cabp4	797905	protein_coding
ENSDARG00000036625	polr2f	ZDB-GENE-040718-279	polr2f	436817	protein_coding
ENSDARG00000099764	CR855389.1		si:dkey-74i1.3	101884058	lncRNA
ENSDARG00000042703	parp6a	ZDB-GENE-040718-272	parp6a	436810	protein_coding
ENSDARG00000103418	or106-3	ZDB-GENE-070806-56	or106-3	100861457	protein_coding
ENSDARG00000035169	layna	ZDB-GENE-070705-452	layna	564995	protein_coding
ENSDARG00000057805	mrpl28	ZDB-GENE-050522-113	mrpl28	554098	protein_coding
ENSDARG00000074723	myo10l1	ZDB-GENE-080425-1	myo10l1	566674	protein_coding
ENSDARG00000101588	or109-13	ZDB-GENE-070806-75	or109-13	100148707	protein_coding
ENSDARG00000071032	pnkd	ZDB-GENE-050208-278	pnkd	497562	protein_coding
ENSDARG00000061221	si:ch211-157j23.2	ZDB-GENE-030131-5686			protein_coding
ENSDARG00000040606	tfap2c	ZDB-GENE-041212-61	tfap2c	494033	protein_coding
ENSDARG00000094576	CT025748.1				lncRNA
ENSDARG00000097839	si:ch211-235i11.6	ZDB-GENE-131120-95			protein_coding
ENSDARG00000008832	neu1	ZDB-GENE-060503-592	neu1	559850	protein_coding
ENSDARG00000053026	kif19	ZDB-GENE-080215-2	kif19	565913	protein_coding
ENSDARG00000071671	nudt22	ZDB-GENE-041010-171	nudt22	450049	protein_coding
ENSDARG00000036784	commd7	ZDB-GENE-040801-96	commd7	445183	protein_coding
ENSDARG00000100272	or109-3	ZDB-GENE-070806-69	or109-3	100148447	protein_coding
ENSDARG00000036386	rbm4.1	ZDB-GENE-030131-3902	rbm4.1	573001	protein_coding
ENSDARG00000002131	celf2	ZDB-GENE-030826-35	celf2	373117	protein_coding
ENSDARG00000091418	snx17	ZDB-GENE-030131-9475	snx17	568263	protein_coding
ENSDARG00000109726	PLCB1	ZDB-GENE-120709-104	plcb1	101886206	protein_coding
ENSDARG00000103192	or106-6	ZDB-GENE-070806-59	or106-6	100861452	protein_coding
ENSDARG00000062916	mrpl37	ZDB-GENE-050309-20	mrpl37	567819	protein_coding
ENSDARG00000034624	nuf2	ZDB-GENE-040426-1121	nuf2	393280	protein_coding
ENSDARG00000029473	gstm.2	ZDB-GENE-080218-30	gstm.2	571365	protein_coding
ENSDARG00000059646	nt5dc2	ZDB-GENE-060810-17	nt5dc2	556186	protein_coding
ENSDARG00000016464	cdc42bpab	ZDB-GENE-080219-17	cdc42bpab	566003	protein_coding
ENSDARG00000042252	eif4h	ZDB-GENE-010328-19	eif4h	402996	protein_coding
ENSDARG00000104080	pcdh2ab12	ZDB-GENE-041118-11	pcdh2ab12	493600	protein_coding
ENSDARG00000029219	avpr2ab	ZDB-GENE-110411-48	avpr2ab	100151502	protein_coding
ENSDARG00000104936	si:ch211-225h24.2	ZDB-GENE-030131-1581	si:ch211-225h24.2	564539	protein_coding
ENSDARG00000100587	zgc:113886	ZDB-GENE-050913-91			protein_coding
ENSDARG00000101383	BX088524.1				pseudogene
ENSDARG00000026281	lyrm1	ZDB-GENE-040718-210	lyrm1	436779	protein_coding
ENSDARG00000103685	or106-2	ZDB-GENE-070806-55	or106-2	100861459	protein_coding
ENSDARG00000076966	pagr1	ZDB-GENE-030131-4801	pagr1	326076	protein_coding
ENSDARG00000091043	pcdh2ab6	ZDB-GENE-041118-5	pcdh2ab7	493593	protein_coding
ENSDARG00000068661	or106-1		or106-1	100861460	protein_coding
ENSDARG00000016307	mrpl46	ZDB-GENE-040718-224	mrpl46	436791	protein_coding
ENSDARG00000030832	otofa	ZDB-GENE-030131-7778	otofa	557476	protein_coding
ENSDARG00000093378	si:ch211-235i11.5	ZDB-GENE-131120-104	LOC110437792	110437792	protein_coding
ENSDARG00000056178	dpt	ZDB-GENE-060312-9	dpt	555282	protein_coding
ENSDARG00000089593	pcdh2ab11	ZDB-GENE-041118-10			protein_coding
ENSDARG00000098178	or109-4	ZDB-GENE-070804-5	or109-4	100149214	protein_coding
ENSDARG00000100139	si:ch211-113d22.2	ZDB-GENE-141222-39	si:ch211-113d22.2	565641	protein_coding
ENSDARG00000088298	si:ch211-235i11.4	ZDB-GENE-131126-23			protein_coding
ENSDARG00000057630	galm	ZDB-GENE-040718-66	galm	436646	protein_coding
ENSDARG00000018891	rnaseh2a	ZDB-GENE-040426-976	rnaseh2a	393195	protein_coding
ENSDARG00000016730	rfxank	ZDB-GENE-050208-596	rfxank	100170804	protein_coding
ENSDARG00000099535	si:ch73-379j16.2	ZDB-GENE-141215-68	si:ch73-379j16.2	108179154	protein_coding
ENSDARG00000105796	or109-1	ZDB-GENE-070806-67	or109-1	100151522	protein_coding
ENSDARG00000105445	CR769769.2				lncRNA
ENSDARG00000019033	tmem59	ZDB-GENE-070912-397	tmem59	566384	protein_coding
ENSDARG00000089297	si:dkeyp-115d7.2	ZDB-GENE-141215-15			protein_coding
ENSDARG00000058425	rab35b	ZDB-GENE-040801-62	rab35b	445154	protein_coding
ENSDARG00000059109	si:dkeyp-113d7.1	ZDB-GENE-030131-755	si:dkeyp-113d7.1	407709	protein_coding
ENSDARG00000102662	or106-12	ZDB-GENE-070806-64	or106-12	100861444	protein_coding
ENSDARG00000098929	tex15	ZDB-GENE-091204-395			protein_coding
ENSDARG00000022615	si:ch211-241e1.3	ZDB-GENE-030131-230	si:ch211-241e1.3	567640	protein_coding
ENSDARG00000090348	pcdh2ab5	ZDB-GENE-041118-4	pcdh2ab5	493591	protein_coding
ENSDARG00000075017	myzap	ZDB-GENE-041111-91	myzap	555796	protein_coding
ENSDARG00000101806	or104-1	ZDB-GENE-070806-53	or104-1	795582	protein_coding
ENSDARG00000075129	mrps11	ZDB-GENE-040724-84	mrps11	556272	protein_coding
ENSDARG00000017429	sphkap	ZDB-GENE-050419-32	sphkap	100034387	protein_coding
ENSDARG00000098112	btc	ZDB-GENE-050311-1	btc	503869	protein_coding
ENSDARG00000101318	pcdh2ab9	ZDB-GENE-041118-10	pcdh2ab11	493599	protein_coding
ENSDARG00000068468	dnah3	ZDB-GENE-091112-7	dnah3	100334351	protein_coding
ENSDARG00000071088	adgrg7.1	ZDB-GENE-060503-894			protein_coding
ENSDARG00000093616	BX005419.1				lncRNA
ENSDARG00000068659	or104-2	ZDB-GENE-990415-191	or104-2	30408	protein_coding
ENSDARG00000096943	CR759863.1				lncRNA
ENSDARG00000095263	si:dkey-145c18.4	ZDB-GENE-081104-309			protein_coding
ENSDARG00000093062	FP016056.1				lncRNA
ENSDARG00000069742	cul5a	ZDB-GENE-030131-5426	cul5a	327215	protein_coding
ENSDARG00000100573	ckap2l	ZDB-GENE-030131-6690	ckap2l	569937	protein_coding
ENSDARG00000087584	si:dkeyp-98a7.9	ZDB-GENE-050208-680	LOC100331830	100331830	protein_coding
ENSDARG00000075915	si:ch73-70k4.1	ZDB-GENE-030131-3788			protein_coding
ENSDARG00000096989	fam110c	ZDB-GENE-131121-63	fam110c	101886617	protein_coding
ENSDARG00000076689	gramd1a	ZDB-GENE-060503-688	gramd1a	555994	protein_coding
ENSDARG00000096746	CR381684.1				lncRNA
ENSDARG00000090753	si:dkey-13p1.3	ZDB-GENE-131121-470	si:dkey-13p1.3	796278	protein_coding
ENSDARG00000096998	CT737162.1				lncRNA
ENSDARG00000069241	ttc32	ZDB-GENE-041014-158	ttc32	100004012	protein_coding
ENSDARG00000026294	erbb2	ZDB-GENE-031118-121	erbb2	386966	protein_coding
ENSDARG00000053087	mthfr	ZDB-GENE-041111-215	mthfr	567547	protein_coding
ENSDARG00000094535	BX957326.2				lncRNA
ENSDARG00000012389	adar	ZDB-GENE-000616-5	adar	58119	protein_coding
ENSDARG00000054984	zbtb41	ZDB-GENE-130530-649	zbtb41	573743	protein_coding
ENSDARG00000102990	or109-5	ZDB-GENE-070804-6	or109-5	100149914	protein_coding
ENSDARG00000071570	si:dkeyp-87e7.4	ZDB-GENE-030131-6208	si:dkeyp-87e7.4	557283	protein_coding
ENSDARG00000075172	fbxo25	ZDB-GENE-040801-19	fbxo25	403037	protein_coding
ENSDARG00000098365	lrrc74b	ZDB-GENE-141212-96	lrrc74b	100005101	protein_coding
ENSDARG00000023362	nr5a1b	ZDB-GENE-040702-6	nr5a1b	405759	protein_coding
ENSDARG00000091203	or110-1	ZDB-GENE-990415-193	or110-1	30358	protein_coding
ENSDARG00000092604	si:ch211-15j1.4	ZDB-GENE-081031-6			protein_coding
ENSDARG00000003449	pde10a	ZDB-GENE-040426-1115	pde10a	394077	protein_coding
ENSDARG00000069425	hsbp1a	ZDB-GENE-050320-136	hsbp1a	541432	protein_coding
ENSDARG00000037695	pcdh2aa1	ZDB-GENE-041118-13	pcdh2aa1	493596	protein_coding
ENSDARG00000060796	slc20a2	ZDB-GENE-060929-828	slc20a2	558346	protein_coding
ENSDARG00000100269	or109-7	ZDB-GENE-070806-70	or109-7	100151312	protein_coding
ENSDARG00000091471	ccdc28a	ZDB-GENE-030131-5007	ect2l	100332935	protein_coding
ENSDARG00000103533	clec14a	ZDB-GENE-030131-5536	clec14a	327325	protein_coding
ENSDARG00000043388	atraid	ZDB-GENE-040724-177	atraid	553468	protein_coding
ENSDARG00000091834	si:ch211-198m17.1	ZDB-GENE-131127-451	si:ch211-198m17.1	100332647	protein_coding
ENSDARG00000094614	BX323458.2				lncRNA
ENSDARG00000091143	or106-10	ZDB-GENE-070806-62	or106-10	100861447	protein_coding
ENSDARG00000095477	CU657977.1				lncRNA
ENSDARG00000054447	slc29a1b	ZDB-GENE-130415-4	slc29a1b	100331439	protein_coding
ENSDARG00000058352	acot9.1	ZDB-GENE-040724-139	acot9.1	798073	protein_coding
ENSDARG00000045824	zgc:101783	ZDB-GENE-040912-48	LOC100002706	100002706	protein_coding
ENSDARG00000071085	adgrg7.2	ZDB-GENE-060503-46			protein_coding
ENSDARG00000032623	rcan3	ZDB-GENE-040718-445	rcan3	325356	protein_coding
ENSDARG00000105828	or109-2	ZDB-GENE-070806-68	or109-2	100147989	protein_coding
ENSDARG00000116576	si:dkey-27d5.9	ZDB-GENE-141216-45			protein_coding
ENSDARG00000104922	sstr1a	ZDB-GENE-090429-1	sstr1a	568254	protein_coding
ENSDARG00000062770	snx21	ZDB-GENE-061013-557	snx21	555580	protein_coding
ENSDARG00000006865	glra4a	ZDB-GENE-010410-3	glra4a	83413	protein_coding
ENSDARG00000016809	prkacab	ZDB-GENE-040801-208	prkacab	445076	protein_coding
ENSDARG00000079204	adam11	ZDB-GENE-070808-3	adam11	567145	protein_coding
ENSDARG00000067711	parvg	ZDB-GENE-070410-67	parvg	100037387	protein_coding
ENSDARG00000103906	pcdh2ab10	ZDB-GENE-041118-9	pcdh2ab10	493598	protein_coding
ENSDARG00000105708	or109-11	ZDB-GENE-070806-74	or109-11	100148220	protein_coding
ENSDARG00000041098	barx2	ZDB-GENE-081120-4	barx2	100002200	protein_coding
ENSDARG00000097888	BX293559.1				lncRNA
ENSDARG00000068011	si:ch211-230g14.3	ZDB-GENE-081104-529	LOC110437743	110437743	protein_coding
ENSDARG00000056162	nr2c2ap	ZDB-GENE-050208-758	nr2c2ap	724051	protein_coding
ENSDARG00000103268	BX088524.2				lncRNA
ENSDARG00000092887	si:dkeyp-46h3.3	ZDB-GENE-060503-748			protein_coding
ENSDARG00000031243	snai3	ZDB-GENE-061013-757	snai3	567724	protein_coding
ENSDARG00000103807	CR376821.1				lncRNA
ENSDARG00000094367	AL935300.1				lncRNA
ENSDARG00000088136	pcdh2aa15	ZDB-GENE-041118-15	pcdh2aa15	493601	protein_coding
ENSDARG00000060532	adam22	ZDB-GENE-070810-1	adam22	100126805	protein_coding
ENSDARG00000104034	arid3b	ZDB-GENE-070209-182	arid3b	571249	protein_coding
ENSDARG00000077060	rbm6	ZDB-GENE-050309-79	LOC567058	567058	protein_coding
ENSDARG00000098260	si:dkeyp-85h7.1	ZDB-GENE-120214-38			protein_coding
ENSDARG00000035603	dao.2	ZDB-GENE-040426-2634	dao.2	405800	protein_coding
ENSDARG00000023082	krt1-19d	ZDB-GENE-060316-1	krt1-19d	664718	protein_coding
ENSDARG00000010956	sh3glb1b	ZDB-GENE-030131-6851	sh3glb1b	334911	protein_coding
ENSDARG00000018971	b3gnt5a	ZDB-GENE-030131-8470	b3gnt5a	336526	protein_coding
ENSDARG00000100280	znfx1	ZDB-GENE-110804-2	znfx1	100536767	protein_coding
ENSDARG00000009350	atg3	ZDB-GENE-030131-8576	atg3	336632	protein_coding
ENSDARG00000044253	paqr3b	ZDB-GENE-050913-128	paqr3b	560764	protein_coding
ENSDARG00000101512	tmx4	ZDB-GENE-050706-155	tmx4	792311	protein_coding
ENSDARG00000044281	erbin	ZDB-GENE-061103-403	erbin	566811	protein_coding
ENSDARG00000100816	CT990625.1				lncRNA
ENSDARG00000077618	rin3	ZDB-GENE-030131-8871	rin3	799244	protein_coding
ENSDARG00000013144	atp1b1a	ZDB-GENE-001127-3	atp1b1a	64267	protein_coding
ENSDARG00000100738	osmr	ZDB-GENE-060526-48	osmr	100144562	protein_coding
ENSDARG00000037883	prcp	ZDB-GENE-040718-447	prcp	436967	protein_coding
ENSDARG00000103203	vps28	ZDB-GENE-040426-1527	vps28	393562	protein_coding
ENSDARG00000079742	mcf2l2	ZDB-GENE-100812-1	mcf2l2	100149630	protein_coding
ENSDARG00000092846	zgc:162611	ZDB-GENE-070410-87	zgc:162611	100037365	protein_coding
ENSDARG00000094406	CU633933.1				lncRNA
ENSDARG00000025576	mkln1	ZDB-GENE-030131-3942	mkln1	325217	protein_coding
ENSDARG00000005606	paxip1	ZDB-GENE-041010-214	paxip1	449658	protein_coding
ENSDARG00000093087	BX649388.3				lncRNA
ENSDARG00000003217	urb2	ZDB-GENE-030131-2621	urb2	570267	protein_coding
ENSDARG00000020841	rbm7	ZDB-GENE-030131-6724	rbm7	334784	protein_coding
ENSDARG00000091933	BX649388.1				lncRNA
ENSDARG00000096420	CR936968.2				lncRNA
ENSDARG00000002790	ap2m1a	ZDB-GENE-030131-9784	ap2m1a	321051	protein_coding
ENSDARG00000102329	or106-11	ZDB-GENE-070806-63	or106-11	100861446	protein_coding
ENSDARG00000093936	si:dkeyp-1h4.6	ZDB-GENE-060503-841			protein_coding
ENSDARG00000070427	s100v1	ZDB-GENE-080407-1	s100v1	100144627	protein_coding
ENSDARG00000055252	snap23.2	ZDB-GENE-051030-75	snap23.2	641321	protein_coding
ENSDARG00000011245	esrp1	ZDB-GENE-070112-1732	esrp1	560190	protein_coding
ENSDARG00000074761	bicdl1	ZDB-GENE-091204-439	bicdl1	100537719	protein_coding
ENSDARG00000098608	AL840638.1				lncRNA
ENSDARG00000004597	lrrc4ba	ZDB-GENE-080327-25	lrrc4ba	556747	protein_coding
ENSDARG00000096701	si:dkey-21e13.3	ZDB-GENE-130531-75	si:dkey-21e13.3	100150043	protein_coding
ENSDARG00000014995	jagn1b	ZDB-GENE-040801-103	jagn1b	445190	protein_coding
ENSDARG00000077690	mb21d2	ZDB-GENE-081104-150	mb21d2	564222	protein_coding
ENSDARG00000069266	esrra	ZDB-GENE-990415-68	esrra	405891	protein_coding
ENSDARG00000002728	kiss1ra	ZDB-GENE-070912-521	kiss1ra	561898	protein_coding
ENSDARG00000079027	chsy1	ZDB-GENE-030131-3127	chsy1	324407	protein_coding
ENSDARG00000069245	matn3a	ZDB-GENE-040822-21	matn3a	445503	protein_coding
ENSDARG00000007807	cyth3a	ZDB-GENE-120612-1	cyth3a	100002190	protein_coding
ENSDARG00000105464	si:ch211-285c6.6	ZDB-GENE-160113-80	si:ch211-285c6.6	101884661	protein_coding
ENSDARG00000077151	cbln2b	ZDB-GENE-070615-12	cbln2b	560583	protein_coding
ENSDARG00000056618	xk	ZDB-GENE-080908-1	xk	497076	protein_coding
ENSDARG00000097179	CR538726.1				lncRNA
ENSDARG00000061265	lmln	ZDB-GENE-081104-298	lmln	560606	protein_coding
ENSDARG00000035679	PSMA2	ZDB-GENE-060503-941	si:rp71-45k5.4	403015	protein_coding
ENSDARG00000087181	cbx7b	ZDB-GENE-110613-2	cbx7b	101882803	protein_coding
ENSDARG00000062902	si:dkey-220f10.4	ZDB-GENE-030131-9651	si:dkey-220f10.4	564717	protein_coding
ENSDARG00000045601	cax1	ZDB-GENE-030131-3044	cax1	560283	protein_coding
ENSDARG00000090629	tmtops3b	ZDB-GENE-091204-311	tmtops3b	102031126	protein_coding
ENSDARG00000074776	tmem154	ZDB-GENE-030131-2401	tmem154	323681	protein_coding
ENSDARG00000011611	actr1	ZDB-GENE-040426-2695	actr1	406681	protein_coding
ENSDARG00000022983	ccdc28a	ZDB-GENE-030131-5007	ccdc28a	326808	protein_coding
ENSDARG00000009525	tial1	ZDB-GENE-040426-1547	tial1	394107	protein_coding
ENSDARG00000033450	nkap	ZDB-GENE-030131-8064	nkap	336120	protein_coding
ENSDARG00000099738	ccr9b	ZDB-GENE-070301-3	ccr9b	100006078	protein_coding
ENSDARG00000023058	foxo3a	ZDB-GENE-050116-1	foxo3a	494532	protein_coding
ENSDARG00000006456	pdgfrl	ZDB-GENE-040426-901	pdgfrl	393284	protein_coding
ENSDARG00000035309	entpd3	ZDB-GENE-030131-6186	entpd3	100005551	protein_coding
ENSDARG00000056615	cybb	ZDB-GENE-040426-1380	cybb	393386	protein_coding
ENSDARG00000069269	wdr35	ZDB-GENE-060810-148	wdr35	565515	protein_coding
