Gene stable ID	Gene Name	NCBI gene (formerly Entrezgene) ID	Type
WBGene00012657	Y39A1A.20	176492	protein_coding
WBGene00012658	Y39A1A.21	176493	protein_coding
WBGene00012659	Y39A1A.22	3565273	protein_coding
WBGene00012660	Y39A1A.24	3564902	protein_coding
WBGene00012661	clec-163	189714	protein_coding
WBGene00012662	Y39A1C.1	189715	protein_coding
WBGene00012663	hex-3	189716	protein_coding
WBGene00012664	Y39B6A.1	180264	protein_coding
WBGene00012665	pph-5	180263	protein_coding
WBGene00012666	Y39B6A.3	180262	protein_coding
WBGene00012668	Y39B6A.5	180260	protein_coding
WBGene00012669	Y39B6A.7	189736	protein_coding
WBGene00012670	cpg-23	180259	protein_coding
WBGene00012671	Y39B6A.9	189735	protein_coding
WBGene00012672	Y39B6A.10	180258	protein_coding
WBGene00012673	dyf-17	189733	protein_coding
WBGene00012674	bed-1	180257	protein_coding
WBGene00012675	Y39B6A.13	189731	protein_coding
WBGene00012676	pro-3	180256	protein_coding
WBGene00012678	zhp-4	3565475	protein_coding
WBGene00012679	WBGene00012679		pseudogene
WBGene00012680	WBGene00012680		pseudogene
WBGene00012681	asp-15	189740	protein_coding
WBGene00012682	asp-16	260226	protein_coding
WBGene00012683	asp-17	180250	protein_coding
WBGene00012684	Y39B6A.25	180249	protein_coding
WBGene00012686	Y39B6A.27	260227	protein_coding
WBGene00012688	Y39B6A.29	189739	protein_coding
WBGene00012689	Y39B6A.30	180248	protein_coding
WBGene00012690	WBGene00012690		pseudogene
WBGene00012692	Y39B6A.33	180246	protein_coding
WBGene00012693	Y39B6A.34	180245	protein_coding
WBGene00012694	gtf-2F2	180243	protein_coding
WBGene00012695	Y39B6A.37	180242	protein_coding
WBGene00012696	reps-1	180241	protein_coding
WBGene00012697	mrps-35	180240	protein_coding
WBGene00012698	sws-1	189734	protein_coding
WBGene00012699	Y39B6A.41	189732	protein_coding
WBGene00012700	Y39B6A.42	180239	protein_coding
WBGene00012701	Y39B6A.43	180238	protein_coding
WBGene00012702	ztf-20	189730	protein_coding
WBGene00012703	nhr-145	180255	protein_coding
WBGene00012704	mlt-3	189743	protein_coding
WBGene00012705	sre-18	189745	protein_coding
WBGene00012706	WBGene00012706		pseudogene
WBGene00012707	sre-16	189747	protein_coding
WBGene00012708	sre-19	189748	protein_coding
WBGene00012709	sre-15	189749	protein_coding
WBGene00012710	Y39C12A.9	178172	protein_coding
WBGene00012711	Y39E4A.1	176714	protein_coding
WBGene00012712	ttm-1	176715	protein_coding
WBGene00012713	bckd-1A	176716	protein_coding
WBGene00012714	abce-1	176733	protein_coding
WBGene00012715	snpc-1.2	176734	protein_coding
WBGene00012716	Y39E4B.5	176735	protein_coding
WBGene00012717	Y39E4B.6	176728	protein_coding
WBGene00012718	dhhc-8	176731	protein_coding
WBGene00012719	Y39E4B.10	189754	protein_coding
WBGene00012720	Y39E4B.11	189755	protein_coding
WBGene00012721	Y39E4B.13	189756	protein_coding
WBGene00012722	Y39G8B.1	175047	protein_coding
WBGene00012723	Y39G8B.2	175048	protein_coding
WBGene00012724	sre-48	189762	protein_coding
WBGene00012725	sre-47	189763	protein_coding
WBGene00012726	Y39G8B.5	189764	protein_coding
WBGene00012727	Y39G8B.7	189765	protein_coding
WBGene00012728	Y39G8B.9	3565341	protein_coding
WBGene00012729	Y39G8B.10	3565251	protein_coding
WBGene00012730	xrn-1	175059	protein_coding
WBGene00012731	Y39G8C.2	175061	protein_coding
WBGene00012732	wac-1.2	189780	protein_coding
WBGene00012734	wac-1.1	189782	protein_coding
WBGene00012735	sptf-3	189783	protein_coding
WBGene00012738	eif-3.J	173213	protein_coding
WBGene00012739	Y40B1B.7	173211	protein_coding
WBGene00012740	slc-25A46	173212	protein_coding
WBGene00012741	Y40H4A.2	189799	protein_coding
WBGene00012742	Y40H7A.2	189801	protein_coding
WBGene00012743	Y40H7A.3	189802	protein_coding
WBGene00012744	Y40H7A.4	189803	protein_coding
WBGene00012745	WBGene00012745		pseudogene
WBGene00012746	WBGene00012746		pseudogene
WBGene00012747	Y40H7A.10	189809	protein_coding
WBGene00012748	Y40H7A.11	189810	protein_coding
WBGene00012749	WBGene00012749		pseudogene
WBGene00012750	faah-6	176596	protein_coding
WBGene00012753	Y41C4A.6	176599	protein_coding
WBGene00012754	Y41C4A.7	176600	protein_coding
WBGene00012755	Y41C4A.8	176603	protein_coding
WBGene00012756	Y41C4A.9	176604	protein_coding
WBGene00012757	Y41C4A.11	29991192	protein_coding
WBGene00012758	Y41C4A.12	176606	protein_coding
WBGene00012759	sup-1	189815	protein_coding
WBGene00012760	Y41C4A.17	353422	lncRNA
WBGene00012761	Y41C4A.18	176607	protein_coding
WBGene00012762	Y41E3.1	178413	protein_coding
WBGene00012763	atln-2	189829	protein_coding
WBGene00012764	Y41E3.6	189831	protein_coding
WBGene00012765	Y41E3.7	178416	protein_coding
WBGene00012766	Y41E3.8	178417	protein_coding
WBGene00012767	fcd-2	178418	protein_coding
WBGene00012768	eef-1B.2	178419	protein_coding
WBGene00012769	hrpu-1	178421	protein_coding
WBGene00012770	srt-47	189832	protein_coding
WBGene00012771	Y41E3.13	189833	protein_coding
WBGene00012772	srt-49	189834	protein_coding
WBGene00012773	srt-48	189835	protein_coding
WBGene00012775	srt-50	13203954	protein_coding
WBGene00012776	Y42A5A.1	179536	protein_coding
WBGene00012777	lact-8	189839	protein_coding
WBGene00012778	Y42A5A.3	189840	protein_coding
WBGene00012779	cdkl-1	189841	protein_coding
WBGene00012780	Y42A5A.5	3565757	protein_coding
WBGene00012781	nspd-7	177910	protein_coding
WBGene00012782	Y43C5A.2	177911	protein_coding
WBGene00012783	Y43C5A.3	189848	protein_coding
WBGene00012784	Y43C5A.4	177912	protein_coding
WBGene00012785	Y43C5B.2	189849	protein_coding
WBGene00012786	Y43C5B.3	177922	protein_coding
WBGene00012787	Y43D4A.1	189850	protein_coding
WBGene00012788	Y43D4A.2	189851	protein_coding
WBGene00012789	Y43D4A.3	189852	protein_coding
WBGene00012790	Y43D4A.4	189853	protein_coding
WBGene00012791	Y43D4A.5	189854	protein_coding
WBGene00012792	Y43D4A.6	189855	protein_coding
WBGene00012793	WBGene00012793		pseudogene
WBGene00012794	Y43E12A.2	177993	protein_coding
WBGene00012795	Y43E12A.3	177995	protein_coding
WBGene00012796	Y43F4A.1	176737	protein_coding
WBGene00012798	Y43F4A.3	189860	protein_coding
WBGene00012799	Y43F4A.4	189861	protein_coding
WBGene00012802	set-25	3565129	protein_coding
WBGene00012803	Y43F4B.5	176749	protein_coding
WBGene00012804	slc-36.1	259544	protein_coding
WBGene00012806	Y43F4B.9	176753	protein_coding
WBGene00012807	Y43F4B.10	176752	protein_coding
WBGene00012808	Y43F8A.1	189865	protein_coding
WBGene00012809	Y43F8A.2	180269	protein_coding
WBGene00012810	nceh-1	189866	protein_coding
WBGene00012811	slcr-46.2	180270	protein_coding
WBGene00012812	Y43F8B.1	180279	protein_coding
WBGene00012813	Y43F8B.2	180278	protein_coding
WBGene00012814	Y43F8B.3	180277	protein_coding
WBGene00012815	phy-4	189869	protein_coding
WBGene00012816	scl-21	189870	protein_coding
WBGene00012817	WBGene00012817		pseudogene
WBGene00012818	Y43F8B.7	189872	protein_coding
WBGene00012819	Y43F8B.9	180276	protein_coding
WBGene00012820	Y43F8B.10	189873	protein_coding
WBGene00012821	Y43F8B.11	189874	protein_coding
WBGene00012822	Y43F8B.12	189875	protein_coding
WBGene00012823	Y43F8B.13	180275	protein_coding
WBGene00012824	Y43F8B.14	189876	protein_coding
WBGene00012825	Y43F8C.3	180282	protein_coding
WBGene00012826	dyf-19	180283	protein_coding
WBGene00012827	Y43F8C.5	180284	protein_coding
WBGene00012828	Y43F8C.6	180285	protein_coding
WBGene00012829	Y43F8C.7	180286	protein_coding
WBGene00012830	mrps-28	180287	protein_coding
WBGene00012831	Y43F8C.9	180288	protein_coding
WBGene00012832	dmd-3	189878	protein_coding
WBGene00012833	Y43F8C.11	189879	protein_coding
WBGene00012834	Y43F8C.13	180290	protein_coding
WBGene00012835	ani-3	180291	protein_coding
WBGene00012836	Y43F8C.15	180293	protein_coding
WBGene00012837	Y43F8C.16	180295	protein_coding
WBGene00012838	Y43F8C.17	189880	protein_coding
WBGene00012840	grsp-1	259344	protein_coding
