Gene stable ID	Gene Name	Xenbase ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
ENSXETG00000046502	U4		LOC116409176	116409176	sncRNA
ENSXETG00000011787	pdx1	XB-GENE-483331	pdx1	100490648	protein_coding
ENSXETG00000046788	ENSXETG00000046788				protein_coding
ENSXETG00000015595	npr3	XB-GENE-1012470	npr3	100495974	protein_coding
ENSXETG00000048179	ENSXETG00000048179				protein_coding
ENSXETG00000009634	csrnp2	XB-GENE-983697	csrnp2	100145289	protein_coding
ENSXETG00000017124	mab21l1	XB-GENE-1001177	mab21l1	780258	protein_coding
ENSXETG00000038555	ENSXETG00000038555				protein_coding
ENSXETG00000031671	ENSXETG00000031671		LOC100494332	100494332	protein_coding
ENSXETG00000049301	ENSXETG00000049301				protein_coding
ENSXETG00000047372	SHOC1		shoc1	116412367	protein_coding
ENSXETG00000048224	ENSXETG00000048224				protein_coding
ENSXETG00000045084	ENSXETG00000045084				protein_coding
ENSXETG00000024716	fkbp6	XB-GENE-942472	fkbp6	394649	protein_coding
ENSXETG00000008131	cox18	XB-GENE-1008496	cox18	549087	protein_coding
ENSXETG00000045559	XB5900534 [provisional:or56a5]	XB-GENE-5900535	XB5900534	100486862	protein_coding
ENSXETG00000043348	U3		LOC116409100	116409100	sncRNA
ENSXETG00000044206	ENSXETG00000044206				pseudogene
ENSXETG00000008788	ENSXETG00000008788		LOC100490887	100490887	protein_coding
ENSXETG00000025813	pebp4	XB-GENE-941751	pebp4	100488878	protein_coding
ENSXETG00000044543	U4		LOC116409208	116409208	sncRNA
ENSXETG00000042180	ENSXETG00000042180				protein_coding
ENSXETG00000035623	gsx1	XB-GENE-855502	gsx1	734120	protein_coding
ENSXETG00000007588	aen	XB-GENE-949418	aen	779853	protein_coding
ENSXETG00000016524	ENSXETG00000016524				protein_coding
ENSXETG00000012189	bicdl1	XB-GENE-5811431	bicdl1	779781	protein_coding
ENSXETG00000045437	foxb2	XB-GENE-1021718	foxb2	101730239	protein_coding
ENSXETG00000032202	trhde	XB-GENE-1013649	trhde	100489066	protein_coding
ENSXETG00000048678	ENSXETG00000048678				protein_coding
ENSXETG00000020706	thsd1	XB-GENE-6044670	thsd1	100497491	protein_coding
ENSXETG00000036946	ENSXETG00000036946				protein_coding
ENSXETG00000042168	ENSXETG00000042168				protein_coding
ENSXETG00000048627	ENSXETG00000048627				protein_coding
ENSXETG00000048594	ENSXETG00000048594		nhlh2	116408732	protein_coding
ENSXETG00000008963	lhx1	XB-GENE-482482	lhx1	100101708	protein_coding
ENSXETG00000045942	ENSXETG00000045942				protein_coding
ENSXETG00000047766	ENSXETG00000047766				pseudogene
ENSXETG00000045476	ENSXETG00000045476				protein_coding
ENSXETG00000043033	U4		LOC116409268	116409268	sncRNA
ENSXETG00000021884	vmac	XB-GENE-1006634	vmac	100380086	protein_coding
ENSXETG00000042304	U3		LOC116409081	116409081	sncRNA
ENSXETG00000044152	ENSXETG00000044152				protein_coding
ENSXETG00000044557	ENSXETG00000044557		LOC101733362	101733362	protein_coding
ENSXETG00000004417	aurka	XB-GENE-853082	zbtb39	100498535	protein_coding
ENSXETG00000043352	ENSXETG00000043352				protein_coding
ENSXETG00000030984	aup1	XB-GENE-6457109	aup1	100135201	protein_coding
ENSXETG00000047657	ENSXETG00000047657				protein_coding
ENSXETG00000048589	U4		LOC116409150	116409150	sncRNA
ENSXETG00000044949	U3		LOC116409108	116409108	sncRNA
ENSXETG00000023958	lrrtm1	XB-GENE-966481	lrrtm1	100493874	protein_coding
ENSXETG00000041561	ENSXETG00000041561				pseudogene
ENSXETG00000008129	adamts3	XB-GENE-490472	adamts3	100498276	protein_coding
ENSXETG00000044298	ENSXETG00000044298				protein_coding
ENSXETG00000007790	mtmr4	XB-GENE-986315	mtmr4	100151726	protein_coding
ENSXETG00000016523	ENSXETG00000016523				protein_coding
ENSXETG00000042611	p4ha3	XB-GENE-962355	p4ha3	100495824	protein_coding
ENSXETG00000025998	polr1d.1		polr1d.1	496835	protein_coding
ENSXETG00000038483	gosr1	XB-GENE-1016383	gosr1	548699	protein_coding
ENSXETG00000022438	slc47a1	XB-GENE-6050456	slc47a1	100498310	protein_coding
ENSXETG00000015585	mtmr12	XB-GENE-6051019	mtmr12	100495643	protein_coding
ENSXETG00000041986	ENSXETG00000041986		LOC116408610	116408610	protein_coding
ENSXETG00000044614	ENSXETG00000044614				protein_coding
ENSXETG00000021094	NSUN7		nsun7	116408459	protein_coding
ENSXETG00000021881	caps	XB-GENE-956400	caps	100037881	protein_coding
ENSXETG00000048619	U3		LOC116409080	116409080	sncRNA
ENSXETG00000046694	ENSXETG00000046694				pseudogene
ENSXETG00000020703	fgl1b	XB-GENE-5957151	fgl1b	100497330	protein_coding
ENSXETG00000046299	U4		LOC116409285	116409285	sncRNA
ENSXETG00000040738	G0S2				protein_coding
ENSXETG00000010334	baz1b	XB-GENE-853544	baz1b	100038181	protein_coding
ENSXETG00000036860	SMIM43				protein_coding
ENSXETG00000043104	gpr182	XB-GENE-957938	gpr182	100498373	protein_coding
ENSXETG00000030188	dnah10	XB-GENE-5715441	dnah10	100492440	protein_coding
ENSXETG00000016850	prnp	XB-GENE-952814	prnp	100158502	protein_coding
ENSXETG00000026943	rab35	XB-GENE-489018	rab35	394615	protein_coding
ENSXETG00000013814	med24	XB-GENE-968188	med24	100491557	protein_coding
ENSXETG00000045274	ENSXETG00000045274				protein_coding
ENSXETG00000042245	ENSXETG00000042245		LOC100486100	100486100	protein_coding
ENSXETG00000009632	tfcp2	XB-GENE-485720	tfcp2	403094	protein_coding
ENSXETG00000046048	ENSXETG00000046048				protein_coding
ENSXETG00000038150	ENSXETG00000038150				protein_coding
ENSXETG00000044091	U3		LOC116409069	116409069	sncRNA
ENSXETG00000041491	ENSXETG00000041491				pseudogene
ENSXETG00000023472	hoxc10	XB-GENE-486915	hoxc10	100487723	protein_coding
ENSXETG00000047324	ENSXETG00000047324				protein_coding
ENSXETG00000043522	U4		LOC116409130	116409130	sncRNA
ENSXETG00000044943	ENSXETG00000044943				protein_coding
ENSXETG00000012171	boc	XB-GENE-923398	boc	780199	protein_coding
ENSXETG00000045660	ENSXETG00000045660				protein_coding
ENSXETG00000005205	parp6	XB-GENE-985346	parp6	100038271	protein_coding
ENSXETG00000022630	haus4	XB-GENE-995661	haus4	100488910	protein_coding
ENSXETG00000008213	arhgef7	XB-GENE-962606	arhgef7	100145259	protein_coding
ENSXETG00000046507	ENSXETG00000046507				protein_coding
ENSXETG00000040037	tmprss2.6	XB-GENE-5798774	tmprss2.6	100494702	protein_coding
ENSXETG00000043377	U3		LOC116409101	116409101	sncRNA
ENSXETG00000045047	ENSXETG00000045047				protein_coding
ENSXETG00000045698	ENSXETG00000045698				protein_coding
ENSXETG00000047760	ENSXETG00000047760				pseudogene
ENSXETG00000047886	U4		LOC116409121	116409121	sncRNA
ENSXETG00000047504	ENSXETG00000047504				protein_coding
ENSXETG00000018719	itpr3	XB-GENE-1012312	itpr3	100124749	protein_coding
ENSXETG00000014602	twsg2	XB-GENE-487717	twsg2	548473	protein_coding
ENSXETG00000002645	cryl1	XB-GENE-945577	cryl1	100145620	protein_coding
ENSXETG00000000364	esm1	XB-GENE-995257	esm1	100145234	protein_coding
ENSXETG00000035308	golph3	XB-GENE-1012460	golph3	733503	protein_coding
ENSXETG00000010332	nsun5	XB-GENE-6468312	nsun5	100485928	protein_coding
ENSXETG00000034984	ENSXETG00000034984		LOC100494798	100494798	protein_coding
ENSXETG00000023470	hoxc12	XB-GENE-853677	hoxc12	100487557	protein_coding
ENSXETG00000045173	ENSXETG00000045173				protein_coding
ENSXETG00000011611	afap1	XB-GENE-494170	afap1	779522	protein_coding
ENSXETG00000043076	ENSXETG00000043076				protein_coding
ENSXETG00000048505	U3		LOC116409087	116409087	sncRNA
ENSXETG00000044292	ENSXETG00000044292				protein_coding
ENSXETG00000029242	ENSXETG00000029242		LOC116409387	116409387	sncRNA
ENSXETG00000030000	ENSXETG00000030000		LOC105946413	105946413	protein_coding
ENSXETG00000042007	ENSXETG00000042007				pseudogene
ENSXETG00000012633	ENSXETG00000012633				protein_coding
ENSXETG00000048274	vn1r1	XB-GENE-22069411	vn1r1	105946311	protein_coding
ENSXETG00000012561	ppme1	XB-GENE-979838	ppme1	100495664	protein_coding
ENSXETG00000029684	U3				sncRNA
ENSXETG00000008789	atp8b4	XB-GENE-5831431	atp8b4	100145017	protein_coding
ENSXETG00000045126	ENSXETG00000045126				protein_coding
ENSXETG00000046955	U4		LOC116409164	116409164	sncRNA
ENSXETG00000038664	HOXC13		hoxc13	100487255	protein_coding
ENSXETG00000043256	ENSXETG00000043256				protein_coding
ENSXETG00000007351	scaf4	XB-GENE-920206	scaf4	595037	protein_coding
ENSXETG00000020701	tpte2	XB-GENE-1015881	tpte2	548705	protein_coding
ENSXETG00000048922	ENSXETG00000048922				protein_coding
ENSXETG00000017616	hhip	XB-GENE-487499	hhip	448466	protein_coding
ENSXETG00000042431	ENSXETG00000042431				pseudogene
ENSXETG00000047807	ENSXETG00000047807				protein_coding
ENSXETG00000022632	C14orf93		c14orf93	100380021	protein_coding
ENSXETG00000016384	thsd4	XB-GENE-6035027	thsd4	100493458	protein_coding
ENSXETG00000046416	ENSXETG00000046416				protein_coding
ENSXETG00000031112	ENSXETG00000031112				protein_coding
ENSXETG00000030790	ENSXETG00000030790		XB5867546	100495408	protein_coding
ENSXETG00000040892	ENSXETG00000040892		LOC105946314	105946314	protein_coding
ENSXETG00000045395	U3		LOC116409083	116409083	sncRNA
ENSXETG00000035051	ENSXETG00000035051		LOC100487773	100487773	protein_coding
ENSXETG00000045615	U4		LOC116409270	116409270	sncRNA
ENSXETG00000014200	pou6f1	XB-GENE-854918	pou6f1	100126212	protein_coding
ENSXETG00000044580	ENSXETG00000044580				protein_coding
ENSXETG00000042662	ENSXETG00000042662				protein_coding
ENSXETG00000043281	ENSXETG00000043281				pseudogene
ENSXETG00000041626	cpd	XB-GENE-1013552	cpd	100135269	protein_coding
ENSXETG00000045245	ENSXETG00000045245				protein_coding
ENSXETG00000047407	ENSXETG00000047407				protein_coding
ENSXETG00000046066	U3		LOC116409077	116409077	sncRNA
ENSXETG00000047287	U4		LOC116409308	116409308	sncRNA
ENSXETG00000045898	ENSXETG00000045898				protein_coding
ENSXETG00000042909	ENSXETG00000042909				protein_coding
ENSXETG00000010219	ugcg	XB-GENE-944694	ugcg	548887	protein_coding
ENSXETG00000008959	aatf	XB-GENE-1016683	aatf	549062	protein_coding
ENSXETG00000043759	ENSXETG00000043759				protein_coding
ENSXETG00000044608	ENSXETG00000044608				protein_coding
ENSXETG00000048797	ENSXETG00000048797				protein_coding
ENSXETG00000036603	ENSXETG00000036603				protein_coding
ENSXETG00000046880	ENSXETG00000046880				pseudogene
ENSXETG00000043540	ENSXETG00000043540				protein_coding
ENSXETG00000036651	ppp1r3e	XB-GENE-6469038	ppp1r3e	100486852	protein_coding
ENSXETG00000047352	ENSXETG00000047352				protein_coding
ENSXETG00000044670	ENSXETG00000044670		LOC100485772	100485772	protein_coding
ENSXETG00000039531	U3		LOC116409061	116409061	sncRNA
ENSXETG00000046986	U4		LOC116409313	116409313	sncRNA
ENSXETG00000046774	ENSXETG00000046774				protein_coding
ENSXETG00000043082	ENSXETG00000043082				protein_coding
ENSXETG00000043992	ENSXETG00000043992				protein_coding
ENSXETG00000047433	ENSXETG00000047433				protein_coding
ENSXETG00000048215	ENSXETG00000048215				pseudogene
ENSXETG00000015574	pdzd2	XB-GENE-6044665	pdzd2	100495319	protein_coding
ENSXETG00000047391	ENSXETG00000047391				protein_coding
ENSXETG00000026351	psmb5	XB-GENE-975048	psmb5	100379732	protein_coding
ENSXETG00000044797	U3		LOC116409065	116409065	sncRNA
ENSXETG00000025475	ranbp3	XB-GENE-495073	ranbp3	448196	protein_coding
ENSXETG00000046736	U4		LOC116409305	116409305	sncRNA
ENSXETG00000045098	ENSXETG00000045098				protein_coding
ENSXETG00000031080	ENSXETG00000031080		LOC100145473	100145473	protein_coding
ENSXETG00000046522	ENSXETG00000046522				protein_coding
ENSXETG00000042230	ENSXETG00000042230				protein_coding
ENSXETG00000042602	ENSXETG00000042602				protein_coding
ENSXETG00000037829	smagp	XB-GENE-5871173	smagp	733787	protein_coding
ENSXETG00000026530	man2a1	XB-GENE-961025	man2a1	100036612	protein_coding
ENSXETG00000043803	U4		LOC116409310	116409310	sncRNA
ENSXETG00000042577	ENSXETG00000042577				protein_coding
ENSXETG00000047251	U3		LOC116409085	116409085	sncRNA
ENSXETG00000044027	ENSXETG00000044027				protein_coding
ENSXETG00000048943	ENSXETG00000048943				protein_coding
ENSXETG00000022638	PSMB11		psmb11	100489702	protein_coding
ENSXETG00000047978	ENSXETG00000047978				protein_coding
ENSXETG00000039945	tafa5	XB-GENE-6077084	tafa5	100124962	protein_coding
ENSXETG00000002644	gja3	XB-GENE-494161	gja3	100135710	protein_coding
ENSXETG00000048110	ENSXETG00000048110				protein_coding
ENSXETG00000008281	isoc1	XB-GENE-491284	isoc1	780052	protein_coding
ENSXETG00000048178	U4		LOC116409148	116409148	sncRNA
ENSXETG00000044769	ENSXETG00000044769				protein_coding
ENSXETG00000005832	atp6v0a2	XB-GENE-960957	atp6v0a2	548977	protein_coding
ENSXETG00000048568	U3		LOC116409105	116409105	sncRNA
ENSXETG00000047863	sod1	XB-GENE-1006488	sod1	549006	protein_coding
ENSXETG00000018392	slc12a9	XB-GENE-5943241	slc12a9	100493856	protein_coding
ENSXETG00000041926	ENSXETG00000041926				protein_coding
ENSXETG00000040099	ctnna2	XB-GENE-5955201	ctnna2	100037860	protein_coding
ENSXETG00000019002	ykt6	XB-GENE-949728	ykt6	394619	protein_coding
ENSXETG00000042165	ENSXETG00000042165				protein_coding
ENSXETG00000043775	ENSXETG00000043775				protein_coding
ENSXETG00000045154	U3		LOC116409089	116409089	sncRNA
ENSXETG00000043260	ENSXETG00000043260				protein_coding
ENSXETG00000047245	U4		LOC116409210	116409210	sncRNA
ENSXETG00000047560	ENSXETG00000047560				protein_coding
ENSXETG00000044629	ENSXETG00000044629				protein_coding
ENSXETG00000046255	U4		LOC116409307	116409307	sncRNA
ENSXETG00000037908	bin2	XB-GENE-983740	bin2	100486620	protein_coding
ENSXETG00000049054	U3		LOC116409067	116409067	sncRNA
ENSXETG00000041289	ENSXETG00000041289				protein_coding
ENSXETG00000009376	c9orf72	XB-GENE-5871697	c9orf72	549016	protein_coding
ENSXETG00000049489	ENSXETG00000049489				protein_coding
ENSXETG00000047332	U6		LOC116409336	116409336	sncRNA
ENSXETG00000022648	cdh24	XB-GENE-995690	cdh24	100489868	protein_coding
ENSXETG00000047162	ENSXETG00000047162		LOC100498411	100498411	protein_coding
ENSXETG00000044048	ENSXETG00000044048				protein_coding
ENSXETG00000044677	ENSXETG00000044677				protein_coding
ENSXETG00000046379	ENSXETG00000046379				protein_coding
ENSXETG00000021093	apbb2	XB-GENE-491743	apbb2	100144693	protein_coding
ENSXETG00000017955	tmigd1	XB-GENE-877202	tmigd1	100127721	protein_coding
ENSXETG00000046742	U4		LOC116409303	116409303	sncRNA
ENSXETG00000045428	U3		LOC116409078	116409078	sncRNA
ENSXETG00000037130	ENSXETG00000037130				protein_coding
ENSXETG00000048967	U6		LOC116409335	116409335	sncRNA
ENSXETG00000012560	c2cd3	XB-GENE-5904944	c2cd3	780184	protein_coding
ENSXETG00000045278	ENSXETG00000045278				protein_coding
ENSXETG00000014353	tle2	XB-GENE-876620	tle2	548559	protein_coding
ENSXETG00000049451	U3		LOC116409115	116409115	sncRNA
ENSXETG00000048622	U4		LOC116409124	116409124	sncRNA
ENSXETG00000044102	ENSXETG00000044102				protein_coding
ENSXETG00000041742	ENSXETG00000041742		LOC100495168	100495168	protein_coding
ENSXETG00000042367	ENSXETG00000042367				protein_coding
ENSXETG00000049064	U6		LOC116409332	116409332	sncRNA
ENSXETG00000046593	ENSXETG00000046593				protein_coding
ENSXETG00000006732	grm4	XB-GENE-6045861	grm4	100491626	protein_coding
ENSXETG00000047333	ENSXETG00000047333				protein_coding
ENSXETG00000047966	ENSXETG00000047966				protein_coding
ENSXETG00000027202	slc25a15.2	XB-GENE-973185	MGC108450	548517	protein_coding
ENSXETG00000037297	ENSXETG00000037297				protein_coding
ENSXETG00000037104	adgrl3	XB-GENE-6046038	adgrl3	100498069	protein_coding
ENSXETG00000002215	susd1	XB-GENE-944710	susd1	394830	protein_coding
ENSXETG00000047178	U3		LOC116409086	116409086	sncRNA
ENSXETG00000023875	chd1	XB-GENE-960477	chd1	100485675	protein_coding
ENSXETG00000004420	ccdc89	XB-GENE-5853491	ccdc89	100485641	protein_coding
ENSXETG00000045094	ENSXETG00000045094				protein_coding
ENSXETG00000000916	fktn	XB-GENE-971788	fktn	100124956	protein_coding
ENSXETG00000029259	ENSXETG00000029259		LOC116409388	116409388	sncRNA
ENSXETG00000019627	lysmd3	XB-GENE-5775831	lysmd3	550062	protein_coding
ENSXETG00000000914	msmo1	XB-GENE-960872	msmo1	780270	protein_coding
ENSXETG00000045359	U6		LOC116409337	116409337	sncRNA
ENSXETG00000045597	U3		LOC116409093	116409093	sncRNA
ENSXETG00000048631	ENSXETG00000048631				protein_coding
ENSXETG00000018999	tmed4	XB-GENE-941602	tmed4	548496	protein_coding
ENSXETG00000017613	anapc10	XB-GENE-947005	anapc10	549146	protein_coding
ENSXETG00000042929	ENSXETG00000042929				protein_coding
ENSXETG00000044235	ENSXETG00000044235				protein_coding
ENSXETG00000037198	ENSXETG00000037198				protein_coding
ENSXETG00000046571	U4		LOC116409276	116409276	sncRNA
ENSXETG00000044115	U6		LOC116409345	116409345	sncRNA
ENSXETG00000041675	ENSXETG00000041675				protein_coding
ENSXETG00000048318	U3		LOC116409098	116409098	sncRNA
ENSXETG00000037832	polr3g	XB-GENE-996650	polr3g	100485800	protein_coding
ENSXETG00000045655	ENSXETG00000045655				protein_coding
ENSXETG00000006541	ENSXETG00000006541		LOC594879	594879	protein_coding
ENSXETG00000007789	hpd-like.2	XB-GENE-986330	hpd-like.2	594976	protein_coding
ENSXETG00000026112	gjb2	XB-GENE-955798	gjb2	549738	protein_coding
ENSXETG00000045693	U4		LOC116409230	116409230	sncRNA
ENSXETG00000049084	U6		LOC116409344	116409344	sncRNA
ENSXETG00000045275	TAL2				protein_coding
ENSXETG00000047114	ENSXETG00000047114				protein_coding
ENSXETG00000038798	ENSXETG00000038798				protein_coding
ENSXETG00000044878	ENSXETG00000044878				protein_coding
ENSXETG00000043733	U3		LOC116409113	116409113	sncRNA
ENSXETG00000015427	adra2c	XB-GENE-5773399	adra2c	100145449	protein_coding
ENSXETG00000010368	adra1d	XB-GENE-6050827	adra1d	100495969	protein_coding
ENSXETG00000021879	slc1a6	XB-GENE-6033965	slc1a6	100494506	protein_coding
ENSXETG00000043369	ENSXETG00000043369				protein_coding
ENSXETG00000014939	smo	XB-GENE-487420	smo	100491644	protein_coding
ENSXETG00000048647	ENSXETG00000048647				protein_coding
ENSXETG00000046047	U4		LOC116409247	116409247	sncRNA
ENSXETG00000040983	tac3		tac3	100485029	protein_coding
ENSXETG00000042184	U6		LOC116409343	116409343	sncRNA
ENSXETG00000032729	arih1	XB-GENE-972160	arih1	100144731	protein_coding
ENSXETG00000044433	U3		LOC116409063	116409063	sncRNA
ENSXETG00000042396	ENSXETG00000042396				protein_coding
ENSXETG00000047093	ENSXETG00000047093				protein_coding
ENSXETG00000031858	tmem107	XB-GENE-6456431	ctc1	100158579	protein_coding
ENSXETG00000014812	htr1a	XB-GENE-984750	htr1a	100488829	protein_coding
ENSXETG00000042679	ENSXETG00000042679				protein_coding
ENSXETG00000000907	tmem38b	XB-GENE-5849692	tmem38b	548881	protein_coding
ENSXETG00000044551	ENSXETG00000044551				protein_coding
ENSXETG00000046236	ankrd34b	XB-GENE-985821	ankrd34b	100487669	protein_coding
ENSXETG00000048302	U4		LOC116409251	116409251	sncRNA
ENSXETG00000035429	XB5752756 [provisional:thap1]	XB-GENE-5752757	XB5752756	100493491	protein_coding
ENSXETG00000034776	jchain	XB-GENE-956583	jchain	101734759	protein_coding
ENSXETG00000045530	ENSXETG00000045530				protein_coding
ENSXETG00000045144	U3		LOC116409109	116409109	sncRNA
ENSXETG00000043710	U6		LOC100335113	100335113	sncRNA
ENSXETG00000010365	ENSXETG00000010365				protein_coding
ENSXETG00000030625	septin4	XB-GENE-983580	septin4	100485625	protein_coding
ENSXETG00000039660	ENSXETG00000039660				protein_coding
ENSXETG00000017777	cfap44	XB-GENE-6047484	cfap44	100497083	protein_coding
ENSXETG00000036915	ENSXETG00000036915				protein_coding
ENSXETG00000043773	ENSXETG00000043773				protein_coding
ENSXETG00000049011	ENSXETG00000049011		LOC100490987	100490987	protein_coding
ENSXETG00000046361	U4		LOC116409142	116409142	sncRNA
ENSXETG00000049431	ENSXETG00000049431				protein_coding
ENSXETG00000024927	ENSXETG00000024927				protein_coding
ENSXETG00000048685	U3		LOC116409114	116409114	sncRNA
ENSXETG00000044423	wdr4	XB-GENE-6454934	wdr4	548387	protein_coding
ENSXETG00000048271	ENSXETG00000048271				protein_coding
ENSXETG00000047182	U6		LOC116409333	116409333	sncRNA
ENSXETG00000008282	slc27a6	XB-GENE-491992	slc27a6	496813	protein_coding
ENSXETG00000048912	ENSXETG00000048912				protein_coding
ENSXETG00000014947	tspan33	XB-GENE-960025	tspan33	100487922	protein_coding
ENSXETG00000011651	ilf3	XB-GENE-494367	ilf3	448121	protein_coding
ENSXETG00000043690	U4		LOC116409136	116409136	sncRNA
ENSXETG00000014407	epb41	XB-GENE-481625	epb41	100038195	protein_coding
